ano;Categoria CID-10;mes;OBITOS;AREA_DESMATADA_KM2;FRP;RISCOFOGO;PRECIPITACAO;DIASEMCHUVA;pm2.5_atm
2020;J67   Pneumonite hipersensibilid dev poeiras org;1;-;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J69   Pneumonite dev solidos e liquidos;1;3;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J80   Sindr do desconforto respirat do adulto;1;-;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J81   Edema pulmonar NE de outr form;1;-;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J84   Outr doenc pulmonares intersticiais;1;4;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J86   Piotorax;1;-;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J90   Derrame pleural NCOP;1;2;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J93   Pneumotorax;1;1;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J96   Insuf respirat NCOP;1;1;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J98   Outr transt respirat;1;3;0.0707245956608127;;0.0;1.1111111111111112;2.333333333333333;10.9135
2020;J01   Sinusite aguda;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J06   Infecc agudas vias aereas super loc mult NE;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J11   Influenza dev virus nao identificado;2;2;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J12   Pneumonia viral NCOP;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J15   Pneumonia bacter NCOP;2;9;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J18   Pneumonia p/microorg NE;2;18;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J21   Bronquiolite aguda;2;1;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J22   Infecc agudas NE das vias aereas infer;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J38   Doenc das cordas vocais e da laringe NCOP;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J39   Outr doenc das vias aereas super;2;2;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J40   Bronquite NE como aguda ou cronica;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J43   Enfisema;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J44   Outr doenc pulmonares obstrutivas cronicas;2;21;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J45   Asma;2;1;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J46   Estado de mal asmatico;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J47   Bronquectasia;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J64   Pneumoconiose NE;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J67   Pneumonite hipersensibilid dev poeiras org;2;1;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J69   Pneumonite dev solidos e liquidos;2;6;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J80   Sindr do desconforto respirat do adulto;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J81   Edema pulmonar NE de outr form;2;2;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J84   Outr doenc pulmonares intersticiais;2;2;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J86   Piotorax;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J90   Derrame pleural NCOP;2;1;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J93   Pneumotorax;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J96   Insuf respirat NCOP;2;-;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J98   Outr transt respirat;2;2;0.108454904506648;;0.05;1.4285714285714286;3.7142857142857135;9.3185
2020;J01   Sinusite aguda;4;-;0.407245272186778;;;;;3.9405
2020;J06   Infecc agudas vias aereas super loc mult NE;4;6;0.407245272186778;;;;;3.9405
2020;J11   Influenza dev virus nao identificado;4;6;0.407245272186778;;;;;3.9405
2020;J12   Pneumonia viral NCOP;4;53;0.407245272186778;;;;;3.9405
2020;J15   Pneumonia bacter NCOP;4;12;0.407245272186778;;;;;3.9405
2020;J18   Pneumonia p/microorg NE;4;83;0.407245272186778;;;;;3.9405
2020;J21   Bronquiolite aguda;4;2;0.407245272186778;;;;;3.9405
2020;J22   Infecc agudas NE das vias aereas infer;4;-;0.407245272186778;;;;;3.9405
2020;J38   Doenc das cordas vocais e da laringe NCOP;4;-;0.407245272186778;;;;;3.9405
2020;J39   Outr doenc das vias aereas super;4;-;0.407245272186778;;;;;3.9405
2020;J40   Bronquite NE como aguda ou cronica;4;-;0.407245272186778;;;;;3.9405
2020;J43   Enfisema;4;6;0.407245272186778;;;;;3.9405
2020;J44   Outr doenc pulmonares obstrutivas cronicas;4;16;0.407245272186778;;;;;3.9405
2020;J45   Asma;4;5;0.407245272186778;;;;;3.9405
2020;J46   Estado de mal asmatico;4;-;0.407245272186778;;;;;3.9405
2020;J47   Bronquectasia;4;-;0.407245272186778;;;;;3.9405
2020;J64   Pneumoconiose NE;4;-;0.407245272186778;;;;;3.9405
2020;J67   Pneumonite hipersensibilid dev poeiras org;4;-;0.407245272186778;;;;;3.9405
2020;J69   Pneumonite dev solidos e liquidos;4;5;0.407245272186778;;;;;3.9405
2020;J80   Sindr do desconforto respirat do adulto;4;76;0.407245272186778;;;;;3.9405
2020;J81   Edema pulmonar NE de outr form;4;-;0.407245272186778;;;;;3.9405
2020;J84   Outr doenc pulmonares intersticiais;4;11;0.407245272186778;;;;;3.9405
2020;J86   Piotorax;4;-;0.407245272186778;;;;;3.9405
2020;J90   Derrame pleural NCOP;4;2;0.407245272186778;;;;;3.9405
2020;J93   Pneumotorax;4;-;0.407245272186778;;;;;3.9405
2020;J96   Insuf respirat NCOP;4;14;0.407245272186778;;;;;3.9405
2020;J98   Outr transt respirat;4;26;0.407245272186778;;;;;3.9405
2020;J01   Sinusite aguda;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J06   Infecc agudas vias aereas super loc mult NE;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J11   Influenza dev virus nao identificado;5;1;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J12   Pneumonia viral NCOP;5;38;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J15   Pneumonia bacter NCOP;5;10;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J18   Pneumonia p/microorg NE;5;45;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J21   Bronquiolite aguda;5;1;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J22   Infecc agudas NE das vias aereas infer;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J38   Doenc das cordas vocais e da laringe NCOP;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J39   Outr doenc das vias aereas super;5;1;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J40   Bronquite NE como aguda ou cronica;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J43   Enfisema;5;3;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J44   Outr doenc pulmonares obstrutivas cronicas;5;9;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J45   Asma;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J46   Estado de mal asmatico;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J47   Bronquectasia;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J64   Pneumoconiose NE;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J67   Pneumonite hipersensibilid dev poeiras org;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J69   Pneumonite dev solidos e liquidos;5;2;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J80   Sindr do desconforto respirat do adulto;5;22;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J81   Edema pulmonar NE de outr form;5;1;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J84   Outr doenc pulmonares intersticiais;5;4;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J86   Piotorax;5;1;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J90   Derrame pleural NCOP;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J93   Pneumotorax;5;-;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J96   Insuf respirat NCOP;5;4;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J98   Outr transt respirat;5;28;0.959360196050801;;0.01;1.7966666666666666;2.333333333333333;4.591
2020;J01   Sinusite aguda;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J06   Infecc agudas vias aereas super loc mult NE;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J11   Influenza dev virus nao identificado;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J12   Pneumonia viral NCOP;6;2;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J15   Pneumonia bacter NCOP;6;9;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J18   Pneumonia p/microorg NE;6;10;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J21   Bronquiolite aguda;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J22   Infecc agudas NE das vias aereas infer;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J38   Doenc das cordas vocais e da laringe NCOP;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J39   Outr doenc das vias aereas super;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J40   Bronquite NE como aguda ou cronica;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J43   Enfisema;6;2;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J44   Outr doenc pulmonares obstrutivas cronicas;6;10;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J45   Asma;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J46   Estado de mal asmatico;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J47   Bronquectasia;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J64   Pneumoconiose NE;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J67   Pneumonite hipersensibilid dev poeiras org;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J69   Pneumonite dev solidos e liquidos;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J80   Sindr do desconforto respirat do adulto;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J81   Edema pulmonar NE de outr form;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J84   Outr doenc pulmonares intersticiais;6;3;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J86   Piotorax;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J90   Derrame pleural NCOP;6;-;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J93   Pneumotorax;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J96   Insuf respirat NCOP;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J98   Outr transt respirat;6;1;0.9065798616402392;;0.06;1.1444444444444446;1.7777777777777777;6.568499999999999
2020;J01   Sinusite aguda;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J06   Infecc agudas vias aereas super loc mult NE;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J11   Influenza dev virus nao identificado;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J12   Pneumonia viral NCOP;7;2;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J15   Pneumonia bacter NCOP;7;7;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J18   Pneumonia p/microorg NE;7;13;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J21   Bronquiolite aguda;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J22   Infecc agudas NE das vias aereas infer;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J38   Doenc das cordas vocais e da laringe NCOP;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J39   Outr doenc das vias aereas super;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J40   Bronquite NE como aguda ou cronica;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J43   Enfisema;7;2;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J44   Outr doenc pulmonares obstrutivas cronicas;7;7;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J45   Asma;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J46   Estado de mal asmatico;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J47   Bronquectasia;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J64   Pneumoconiose NE;7;1;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J67   Pneumonite hipersensibilid dev poeiras org;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J69   Pneumonite dev solidos e liquidos;7;5;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J80   Sindr do desconforto respirat do adulto;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J81   Edema pulmonar NE de outr form;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J84   Outr doenc pulmonares intersticiais;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J86   Piotorax;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J90   Derrame pleural NCOP;7;2;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J93   Pneumotorax;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J96   Insuf respirat NCOP;7;-;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J98   Outr transt respirat;7;6;1.5051604238736802;;0.2423076923076923;0.2058823529411764;3.5294117647058822;13.855
2020;J01   Sinusite aguda;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J06   Infecc agudas vias aereas super loc mult NE;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J11   Influenza dev virus nao identificado;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J12   Pneumonia viral NCOP;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J15   Pneumonia bacter NCOP;8;6;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J18   Pneumonia p/microorg NE;8;22;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J21   Bronquiolite aguda;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J22   Infecc agudas NE das vias aereas infer;8;1;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J38   Doenc das cordas vocais e da laringe NCOP;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J39   Outr doenc das vias aereas super;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J40   Bronquite NE como aguda ou cronica;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J43   Enfisema;8;3;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J44   Outr doenc pulmonares obstrutivas cronicas;8;9;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J45   Asma;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J46   Estado de mal asmatico;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J47   Bronquectasia;8;1;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J64   Pneumoconiose NE;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J67   Pneumonite hipersensibilid dev poeiras org;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J69   Pneumonite dev solidos e liquidos;8;5;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J80   Sindr do desconforto respirat do adulto;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J81   Edema pulmonar NE de outr form;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J84   Outr doenc pulmonares intersticiais;8;3;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J86   Piotorax;8;1;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J90   Derrame pleural NCOP;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J93   Pneumotorax;8;-;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J96   Insuf respirat NCOP;8;3;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J98   Outr transt respirat;8;4;1.151379578168588;;0.3178723404255319;0.2625;4.520833333333333;30.5825
2020;J01   Sinusite aguda;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J06   Infecc agudas vias aereas super loc mult NE;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J11   Influenza dev virus nao identificado;9;2;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J12   Pneumonia viral NCOP;9;1;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J15   Pneumonia bacter NCOP;9;9;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J18   Pneumonia p/microorg NE;9;16;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J21   Bronquiolite aguda;9;2;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J22   Infecc agudas NE das vias aereas infer;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J38   Doenc das cordas vocais e da laringe NCOP;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J39   Outr doenc das vias aereas super;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J40   Bronquite NE como aguda ou cronica;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J43   Enfisema;9;3;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J44   Outr doenc pulmonares obstrutivas cronicas;9;12;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J45   Asma;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J46   Estado de mal asmatico;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J47   Bronquectasia;9;1;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J64   Pneumoconiose NE;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J67   Pneumonite hipersensibilid dev poeiras org;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J69   Pneumonite dev solidos e liquidos;9;2;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J80   Sindr do desconforto respirat do adulto;9;1;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J81   Edema pulmonar NE de outr form;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J84   Outr doenc pulmonares intersticiais;9;5;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J86   Piotorax;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J90   Derrame pleural NCOP;9;1;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J93   Pneumotorax;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J96   Insuf respirat NCOP;9;-;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J98   Outr transt respirat;9;8;0.6084209635642237;;0.2263333333333333;1.3611111111111112;1.9166666666666667;26.13475
2020;J01   Sinusite aguda;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J06   Infecc agudas vias aereas super loc mult NE;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J11   Influenza dev virus nao identificado;10;1;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J12   Pneumonia viral NCOP;10;3;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J15   Pneumonia bacter NCOP;10;8;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J18   Pneumonia p/microorg NE;10;21;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J21   Bronquiolite aguda;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J22   Infecc agudas NE das vias aereas infer;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J38   Doenc das cordas vocais e da laringe NCOP;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J39   Outr doenc das vias aereas super;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J40   Bronquite NE como aguda ou cronica;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J43   Enfisema;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J44   Outr doenc pulmonares obstrutivas cronicas;10;11;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J45   Asma;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J46   Estado de mal asmatico;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J47   Bronquectasia;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J64   Pneumoconiose NE;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J67   Pneumonite hipersensibilid dev poeiras org;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J69   Pneumonite dev solidos e liquidos;10;5;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J80   Sindr do desconforto respirat do adulto;10;2;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J81   Edema pulmonar NE de outr form;10;2;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J84   Outr doenc pulmonares intersticiais;10;2;0.4656562105673599;;0.2;0.5;1.5;23.9865
2020;J86   Piotorax;10;-;0.4656562105673599;;0.2;0.5;1.5;23.9865
