ano,Categoria CID-10,mes,OBITOS,AREA_DESMATADA_KM2,FRP,RISCOFOGO,PRECIPITACAO,DIASEMCHUVA,pm2.5_atm,QUALIDADE_AR_CLASSIFICADA,CID_PURO,Sensibilidade
2021,J12   Pneumonia viral NCOP,4,1,0.5397433507332855,0.6,,2.7,0.0,5.50375,Boa,J12,Média
2021,J15   Pneumonia bacter NCOP,4,12,0.5397433507332855,0.6,,2.7,0.0,5.50375,Boa,J15,Média
2021,J18   Pneumonia p/microorg NE,4,18,0.5397433507332855,0.6,,2.7,0.0,5.50375,Boa,J18,Média
2021,J21   Bronquiolite aguda,4,-,0.5397433507332855,0.6,,2.7,0.0,5.50375,Boa,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,4,1,0.5397433507332855,0.6,,2.7,0.0,5.50375,Boa,J22,Média
2021,J10   Influenza dev outro virus influenza ident,5,-,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J10,Média
2021,J11   Influenza dev virus nao identificado,5,1,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J11,Média
2021,J12   Pneumonia viral NCOP,5,4,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J12,Média
2021,J15   Pneumonia bacter NCOP,5,11,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J15,Média
2021,J18   Pneumonia p/microorg NE,5,15,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J18,Média
2021,J21   Bronquiolite aguda,5,-,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,5,-,1.0784288082328748,3.3125,0.0,2.0375,1.125,11.756666666666666,Boa,J22,Média
2021,J10   Influenza dev outro virus influenza ident,6,-,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J10,Média
2021,J11   Influenza dev virus nao identificado,6,-,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J11,Média
2021,J12   Pneumonia viral NCOP,6,-,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J12,Média
2021,J15   Pneumonia bacter NCOP,6,9,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J15,Média
2021,J18   Pneumonia p/microorg NE,6,24,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J18,Média
2021,J21   Bronquiolite aguda,6,-,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,6,-,0.6819677616517066,0.975,0.0,5.2875000000000005,1.375,10.377166666666666,Boa,J22,Média
2021,J10   Influenza dev outro virus influenza ident,7,-,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J10,Média
2021,J11   Influenza dev virus nao identificado,7,-,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J11,Média
2021,J12   Pneumonia viral NCOP,7,-,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J12,Média
2021,J15   Pneumonia bacter NCOP,7,12,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J15,Média
2021,J18   Pneumonia p/microorg NE,7,19,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J18,Média
2021,J21   Bronquiolite aguda,7,-,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,7,-,1.3423109410263836,4.811111111111111,0.0904761904761904,1.3703703703703705,1.8148148148148149,13.082166666666666,Moderada,J22,Média
2021,J10   Influenza dev outro virus influenza ident,8,-,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J10,Média
2021,J11   Influenza dev virus nao identificado,8,2,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J11,Média
2021,J12   Pneumonia viral NCOP,8,-,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J12,Média
2021,J15   Pneumonia bacter NCOP,8,7,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J15,Média
2021,J18   Pneumonia p/microorg NE,8,21,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J18,Média
2021,J21   Bronquiolite aguda,8,1,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,8,-,0.6170629003137441,12.925,0.0658536585365853,2.0090909090909093,2.4545454545454546,17.5,Moderada,J22,Média
2021,J10   Influenza dev outro virus influenza ident,9,-,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J10,Média
2021,J11   Influenza dev virus nao identificado,9,3,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J11,Média
2021,J12   Pneumonia viral NCOP,9,-,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J12,Média
2021,J15   Pneumonia bacter NCOP,9,14,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J15,Média
2021,J18   Pneumonia p/microorg NE,9,17,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J18,Média
2021,J21   Bronquiolite aguda,9,-,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,9,-,0.7068282526435723,12.778688524590164,0.0075471698113207,6.352459016393443,2.1639344262295084,14.3815,Moderada,J22,Média
2021,J10   Influenza dev outro virus influenza ident,10,-,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J10,Média
2021,J11   Influenza dev virus nao identificado,10,-,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J11,Média
2021,J12   Pneumonia viral NCOP,10,2,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J12,Média
2021,J15   Pneumonia bacter NCOP,10,21,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J15,Média
2021,J18   Pneumonia p/microorg NE,10,22,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J18,Média
2021,J21   Bronquiolite aguda,10,1,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,10,-,0.3535852561095899,10.283636363636363,0.0117647058823529,1.778181818181818,1.6181818181818182,18.11925,Moderada,J22,Média
2021,J10   Influenza dev outro virus influenza ident,11,-,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J10,Média
2021,J11   Influenza dev virus nao identificado,11,-,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J11,Média
2021,J12   Pneumonia viral NCOP,11,-,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J12,Média
2021,J15   Pneumonia bacter NCOP,11,13,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J15,Média
2021,J18   Pneumonia p/microorg NE,11,12,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J18,Média
2021,J21   Bronquiolite aguda,11,1,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,11,1,0.029869926598487,4.3,0.0,0.953846153846154,0.3076923076923077,9.98275,Boa,J22,Média
2021,J10   Influenza dev outro virus influenza ident,12,20,0.0194465667958899,,,,,7.63,Boa,J10,Média
2021,J11   Influenza dev virus nao identificado,12,9,0.0194465667958899,,,,,7.63,Boa,J11,Média
2021,J12   Pneumonia viral NCOP,12,2,0.0194465667958899,,,,,7.63,Boa,J12,Média
2021,J15   Pneumonia bacter NCOP,12,29,0.0194465667958899,,,,,7.63,Boa,J15,Média
2021,J18   Pneumonia p/microorg NE,12,44,0.0194465667958899,,,,,7.63,Boa,J18,Média
2021,J21   Bronquiolite aguda,12,-,0.0194465667958899,,,,,7.63,Boa,J21,Média
2021,J22   Infecc agudas NE das vias aereas infer,12,-,0.0194465667958899,,,,,7.63,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,1,11,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,1,6,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,1,3,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,1,25,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,1,39,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J18,Média
2022,J20   Bronquite aguda,1,-,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J20,Média
2022,J21   Bronquiolite aguda,1,-,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,1,1,0.0626847754272903,8.166666666666666,0.0,0.0,5.444444444444445,7.278,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,2,3,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,2,1,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,2,-,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,2,16,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,2,22,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J18,Média
2022,J20   Bronquite aguda,2,-,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J20,Média
2022,J21   Bronquiolite aguda,2,1,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,2,-,0.0580802415801141,3.35,,5.0,1.5,5.71075,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,4,-,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,4,2,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,4,1,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,4,20,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,4,17,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J18,Média
2022,J20   Bronquite aguda,4,-,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J20,Média
2022,J21   Bronquiolite aguda,4,-,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,4,-,0.4972322781262226,1.9,0.0,11.7,0.0,5.8575,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,5,3,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,5,3,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,5,1,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,5,14,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,5,23,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J18,Média
2022,J20   Bronquite aguda,5,-,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J20,Média
2022,J21   Bronquiolite aguda,5,2,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,5,-,0.4267441805404779,1.1,,0.9,0.0,7.832,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,6,8,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,6,1,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,6,2,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,6,20,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,6,26,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J18,Média
2022,J20   Bronquite aguda,6,-,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J20,Média
2022,J21   Bronquiolite aguda,6,3,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,6,-,0.5689539891414291,1.38,0.02,0.0,1.0,8.062750000000001,Boa,J22,Média
2022,J10   Influenza dev outro virus influenza ident,7,8,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J10,Média
2022,J11   Influenza dev virus nao identificado,7,3,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J11,Média
2022,J12   Pneumonia viral NCOP,7,2,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J12,Média
2022,J15   Pneumonia bacter NCOP,7,19,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J15,Média
2022,J18   Pneumonia p/microorg NE,7,34,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J18,Média
2022,J20   Bronquite aguda,7,-,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J20,Média
2022,J21   Bronquiolite aguda,7,1,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,7,-,0.7024424376829312,6.8625,0.04875,2.1110344827586207,1.7241379310344829,13.8005,Moderada,J22,Média
2022,J10   Influenza dev outro virus influenza ident,8,4,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J10,Média
2022,J11   Influenza dev virus nao identificado,8,1,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J11,Média
2022,J12   Pneumonia viral NCOP,8,-,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J12,Média
2022,J15   Pneumonia bacter NCOP,8,12,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J15,Média
